Element Name;Layer;Composition;Ratio;Component Name;Application;Lifetime;Thickness
nLbIW_Frame_Softwood_LIB_New_03;C4;b;0.8;Blanket | Glass wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_Softwood_LIB_New_03;C5;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_03;C6;a;1;Board | Gypsum fibre (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_03;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_04;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Softwood_LIB_New_04;C2;a;1;Board | Gypsum fibre (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_04;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_04;C4;a;0.2;Frame | Softwood (100 mm) | Nailed | Untreated | Belgian mix;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_Softwood_LIB_New_04;C4;b;0.8;Blanket | Stone wool (100 mm) | For between timber frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_Softwood_LIB_New_04;C5;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_Softwood_LIB_New_04;C6;a;1;Board | Gypsum fibre (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Softwood_LIB_New_04;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_01;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_01;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_steel_LIB_New_01;C4;a;0.005;Frame | Steel (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_steel_LIB_New_01;C4;b;0.995;Blanket | Glass wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_steel_LIB_New_01;C5;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_steel_LIB_New_01;C6;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_01;C7;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_02;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_02;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_02;C3;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_02;C4;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_steel_LIB_New_02;C5;a;0.005;Frame | Steel (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_steel_LIB_New_02;C5;b;0.995;Blanket | Glass wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_steel_LIB_New_02;C6;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
nLbIW_Frame_steel_LIB_New_02;C7;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_02;C8;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_02;C9;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_03;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_steel_LIB_New_03;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_03;C3;a;0.005;Frame | Steel (50 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.05
nLbIW_Frame_steel_LIB_New_03;C3;b;0.995;Blanket | Stone wool (50 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.05
nLbIW_Frame_steel_LIB_New_03;C4;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_steel_LIB_New_03;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_steel_LIB_New_04;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_04;C2;a;1;Board | Gypsum plaster (2x 12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.025
nLbIW_Frame_steel_LIB_New_04;C3;a;0.005;Frame | Steel (75 mm) | Screwed;Party wall | Primary part;60;0.075
nLbIW_Frame_steel_LIB_New_04;C3;b;0.995;Blanket | Stone wool (75 mm) | For between steel frame | Friction fitted;Party wall | Acoustic insulation;60;0.075
nLbIW_Frame_steel_LIB_New_04;C4;a;1;Board | Gypsum plaster (2x 12.5 mm) | Screwed | Including joint filler;Ceiling finish | Cladding;30;0.025
nLbIW_Frame_steel_LIB_New_04;C5;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_05;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_steel_LIB_New_05;C2;a;1;Board | Gypsum plaster (3x 12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0375
nLbIW_Frame_steel_LIB_New_05;C3;a;0.005;Frame | Steel (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_steel_LIB_New_05;C3;b;0.995;Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_steel_LIB_New_05;C4;a;0.005;Frame | Steel (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_steel_LIB_New_05;C4;b;0.995;Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_steel_LIB_New_05;C5;a;1;Board | Gypsum plaster (3x 12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0375
nLbIW_Frame_steel_LIB_New_05;C6;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Frame_Steel_LIB_New_06;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_Steel_LIB_New_06;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_06;C3;a;0.005;Frame | Steel (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Frame_Steel_LIB_New_06;C3;b;0.995;Blanket | Stone wool (100 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.1
nLbIW_Frame_Steel_LIB_New_06;C4;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_06;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_Steel_LIB_New_07;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_Steel_LIB_New_07;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_07;C3;a;0.005;Frame | Steel (75 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.075
nLbIW_Frame_Steel_LIB_New_07;C3;b;0.995;Blanket | Stone wool (75 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.075
nLbIW_Frame_Steel_LIB_New_07;C4;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_07;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_Steel_LIB_New_08;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Frame_Steel_LIB_New_08;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_08;C3;a;0.005;Frame | Steel (50 mm) | Screwed;Internal wall - non-loadbearing | Primary part;60;0.05
nLbIW_Frame_Steel_LIB_New_08;C3;b;0.995;Blanket | Stone wool (50 mm) | For between steel frame | Friction fitted;Internal wall - non-loadbearing | Thermal insulation;60;0.05
nLbIW_Frame_Steel_LIB_New_08;C4;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Frame_Steel_LIB_New_08;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Hollow bricks_Fired clay_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Hollow bricks_Fired clay_LIB_New_01;C2;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Hollow bricks_Fired clay_LIB_New_01;C3;a;1;Hollow bricks | Fired clay (288x88x188 mm) | Laid in cement mortar;Internal wall - non-loadbearing | Primary part;60;0.088
nLbIW_Hollow bricks_Fired clay_LIB_New_01;C4;a;1;Thick coating | Gypsum plaster (12 mm);Wall - internal finish | Cladding;40;0.012
nLbIW_Hollow bricks_Fired clay_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Hollow bricks_Sand-lime_LIB_New_01;C1;a;1;Rigid tiles | Limestone (600x150x15 mm) | Glued | Imported;Wall - internal finish | Cladding;40;0.025
nLbIW_Hollow bricks_Sand-lime_LIB_New_01;C2;a;1;Hollow bricks | Sand-lime (290x90x190 mm) | Laid in cement mortar;Internal wall - non-loadbearing | Primary part;60;0.09
nLbIW_Hollow bricks_Sand-lime_LIB_New_01;C3;a;1;Rigid tiles | Limestone (600x150x15 mm) | Glued | Imported;Wall - internal finish | Cladding;40;0.025
nLbIW_Panel_Reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Panel_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
nLbIW_Panel_Reinforced concrete_LIB_New_01;C3;a;1;Panel | Reinforced concrete (100 mm);Internal wall - non-loadbearing | Primary part;60;0.1
nLbIW_Panel_Reinforced concrete_LIB_New_01;C4;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
nLbIW_Panel_Reinforced concrete_LIB_New_01;C5;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
nLbIW_Partition wall system_Aluminium - Safety glass _LIB_New_01;C1;a;1;Partition wall system | Aluminium - Safety glass (12 mm) | Screwed;Internal wall - non-loadbearing | Primary part;30;0.012
nLbIW_Partition wall system_Galvanised steel - Aluminium - Particle board - safety glass_LIB_New_01;C1;a;1;Partition wall system | Galvanised steel - aluminium - Particle board - safety glass (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;30;0.1
nLbIW_Partition wall system_Galvanised steel - Particle board_LIB_New_01;C1;a;1;Partition wall system | Galvanised steel - Particle board (100 mm) | Screwed;Internal wall - non-loadbearing | Primary part;30;0.1
nLbIW_Solid blocks_Concrete_LIB_New_01;C1;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLbIW_Solid blocks_Concrete_LIB_New_01;C2;a;1;Board | Gypsum plaster (12.5 mm) | Glued on brickwork | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Solid blocks_Concrete_LIB_New_01;C3;a;1;Solid blocks | Concrete (390x90x190 mm) | Laid in cement mortar;Internal wall - non-loadbearing | Primary part;60;0.09
nLbIW_Solid blocks_Concrete_LIB_New_01;C4;a;1;Board | Gypsum plaster (12.5 mm) | Glued on brickwork | Including joint filler;Wall - internal finish | Cladding;30;0.0125
nLbIW_Solid blocks_Concrete_LIB_New_01;C5;a;1;Flexible sheet | Wallpaper (1 mm) | Glued;Wall - internal finish | Treatment of cladding;10;0.001
nLblW_Blocks_Hempcrete_LIB_new_01;C1;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
nLblW_Blocks_Hempcrete_LIB_new_01;C2;a;1;Blocks | Hempcrete (600x90x300 mm) | Glued;Internal wall - non-loadbearing | Primary part;50;0.09
nLblW_Blocks_Hempcrete_LIB_new_01;C3;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
nLblW_Solid Bricks_Fired clay_LIB_Reno_01;C1;a;1;Thick coating | Gypsum plaster (10 mm);Wall - internal finish | Cladding;40;0.01
nLblW_Solid Bricks_Fired clay_LIB_Reno_01;C2;a;1;Solid bricks | Fired clay (220x110x60 mm) | Laid in lime mortar;Internal wall - non-loadbearing | Primary part;60;0.11
nLblW_Solid Bricks_Fired clay_LIB_Reno_01;C3;a;1;Thick coating | Gypsum plaster (10 mm);Wall - internal finish | Cladding;40;0.01
nLblW_Solid Bricks_Fired clay_LIB_Reno_02;C1;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
nLblW_Solid Bricks_Fired clay_LIB_Reno_02;C2;a;1;Solid bricks | Fired clay (220x110x60 mm) | Laid in lime mortar;Internal wall - non-loadbearing | Primary part;60;0.11
nLblW_Solid Bricks_Fired clay_LIB_Reno_02;C3;a;1;Thick coating | Loam plaster (12.5 mm);Wall - internal finish | Cladding;40;0.0125
PW_Blocks_Gypsum_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
PW_Blocks_Gypsum_LIB_New_01;C2;a;1;Blocks | Gypsum (501x100x666 mm) | Glued;Party wall | Primary part;60;0.1
PW_Blocks_Gypsum_LIB_New_01;C3;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
PW_Blocks_Gypsum_LIB_New_01;C4;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
PW_Blocks_Gypsum_LIB_New_01;C5;a;1;Blanket | Stone wool (40 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Acoustic insulation;60;0.04
PW_Blocks_Gypsum_LIB_New_01;C6;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
PW_Blocks_Gypsum_LIB_New_01;C7;a;1;Blocks | Gypsum (501x80x666 mm) | Glued;Party wall | Primary part;60;0.08
PW_Blocks_Gypsum_LIB_New_01;C8;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
PW_Cast in situ_Reinforced concrete_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
PW_Cast in situ_Reinforced concrete_LIB_New_01;C2;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
PW_Cast in situ_Reinforced concrete_LIB_New_01;C3;a;1;Cast in situ | Reinforced concrete (200 mm);External wall - loadbearing | Primary part;60;0.2
PW_Cast in situ_Reinforced concrete_LIB_New_01;C4;a;1;Board | PUR - aluminium facer (30 mm) | For cavity wall | Ties and clips to be added;Wall - external finish | Thermal insulation;60;0.03
PW_Cast in situ_Reinforced concrete_LIB_New_01;C5;a;1;Cavity ties | Steel (180 mm - Ø 3.5 mm - 4 ties per m²) | For cavity wall;Wall - external finish | Infrastructure;60;4
PW_Cast in situ_Reinforced concrete_LIB_New_01;C6;a;1;Insulation clips | PVC (4 clips) | For cavity wall;Wall - external finish | Infrastructure;60;4
PW_Cast in situ_Reinforced concrete_LIB_New_01;C7;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
PW_Cast in situ_Reinforced concrete_LIB_New_01;C8;a;1;Cast in situ | Reinforced concrete (200 mm);External wall - loadbearing | Primary part;60;0.2
PW_Cast in situ_Reinforced concrete_LIB_New_01;C9;a;1;Thick coating | Dolomite plaster (3 mm) | Sprayed;Wall - internal finish | Cladding;40;0.003
PW_Cast in situ_Reinforced concrete_LIB_New_01;C10;a;1;Film coating | Acrylic paint | On gypsum plaster;Wall - internal finish | Treatment of cladding;10;0.000105
PW_Frame_Softwood - Hardwood_LIB_New_01;C1;a;1;Film coating | Acrylic paint | On gypsum board;Wall - internal finish | Treatment of cladding;10;0.000105
PW_Frame_Softwood - Hardwood_LIB_New_01;C2;a;1;Board | Gypsum plaster (12.5 mm) | Screwed | Including joint filler;Wall - internal finish | Cladding;30;0.0125
PW_Frame_Softwood - Hardwood_LIB_New_01;C3;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
PW_Frame_Softwood - Hardwood_LIB_New_01;C4;a;1;Board | OSB (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
PW_Frame_Softwood - Hardwood_LIB_New_01;C5;a;0.2;Frame | Softwood - Hardwood (90 mm) | Nailed | Treated - uncontaminated | Belgian mix;Party wall | Primary part;60;0.09
PW_Frame_Softwood - Hardwood_LIB_New_01;C5;b;0.8;Blanket | Stone wool (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;60;0.09
PW_Frame_Softwood - Hardwood_LIB_New_01;C6;a;1;Not ventilated cavity | Air layer (30 mm) | 25 ≤ t ≤ 300 mm;Wall - external finish | Air cavity;60;0.03
PW_Frame_Softwood - Hardwood_LIB_New_01;C7;a;0.2;Frame | Softwood - Hardwood (90 mm) | Nailed | Treated - uncontaminated | Belgian mix;Party wall | Primary part;60;0.09
PW_Frame_Softwood - Hardwood_LIB_New_01;C7;b;0.8;Blanket | Stone wool (90 mm) | For between timber frame | Friction fitted;Party wall | Acoustic insulation;60;0.09
PW_Frame_Softwood - Hardwood_LIB_New_01;C8;a;1;Board | OSB (18 mm) | Screwed;Wall - external finish | Support structure;60;0.018
PW_Frame_Softwood - Hardwood_LIB_New_01;C9;a;1;Battens | Softwood (47x22 mm - c.t.c. 400 mm) | Nailed | Untreated | Belgian mix;Wall - internal finish | Support structure;30;0.022
